id,treatment,age,male,hhld_inc,white,republican,democrat,college,fb_min_wins_b,news_source_6_b,fb_activepassive
974,0,25,0,15,1,0,1,0,80,5,-1.1379588
975,0,19,1,200,0,0,0,0,60,4,-0.77125508
976,1,27,1,112,1,0,1,1,120,4,1.4289674
977,0,30,0,67,1,0,1,1,60,5,0.69555992
978,0,29,1,112,0,0,1,1,90,5,1.0622636
979,1,23,0,67,0,0,1,0,60,3,1.0622636
980,1,34,1,67,0,0,0,1,100,3,-1.5046625
981,1,28,0,25,1,1,0,1,40,3,0.69555992
982,1,28,0,55,1,0,1,1,60,4,0.32885617
983,0,33,1,112,1,0,0,1,30,4,1.0622636
984,0,24,1,35,0,0,1,1,60,5,1.4289674
985,1,26,0,35,1,0,0,0,120,5,0.69555992
986,0,19,0,5,1,0,0,0,60,4,0.69555992
987,0,20,1,5,0,0,1,0,120,3,0.69555992
988,0,25,1,67,0,0,1,1,20,5,1.4289674
989,0,44,1,67,1,0,0,1,45,3,-1.5046625
990,1,45,0,88,1,0,0,1,90,4,-1.5046625
991,0,44,0,200,1,0,1,0,90,5,0.32885617
992,0,32,1,15,1,0,1,0,60,4,-0.40455133
993,0,38,0,88,1,0,1,1,60,3,-0.03784757
994,0,30,0,88,1,0,1,1,100,5,-2.23807
995,0,20,1,200,1,0,1,0,45,2,1.0622636
996,0,60,0,35,1,1,0,0,60,4,-0.40455133
997,0,37,0,67,1,0,1,1,30,4,-1.5046625
998,0,32,1,88,1,0,0,1,60,3,-0.03784757
999,1,41,0,25,1,0,0,0,40,3,0.69555992
1000,0,20,1,67,1,0,0,0,60,3,0.69555992
1001,0,19,0,25,0,0,0,0,120,1,0.69555992
1002,0,29,1,25,1,0,0,1,45,4,0.32885617
1003,0,44,0,112,1,1,0,1,35,2,-0.77125508
1004,0,35,1,35,1,1,0,0,90,4,0.69555992
1005,0,33,1,112,0,0,1,1,25,2,0.32885617
1006,0,54,0,112,1,0,0,0,60,2,1.0622636
1007,0,46,0,55,1,0,0,0,60,2,0.69555992
1008,0,56,0,112,1,0,1,1,60,4,-0.77125508
1009,0,33,0,67,0,0,1,0,120,2,0.32885617
1010,0,45,0,200,1,1,0,1,100,3,0.32885617
1011,0,50,0,138,0,0,1,1,90,2,0.69555992
1012,0,26,1,25,1,0,0,0,60,4,0.32885617
1013,0,20,1,200,1,0,1,0,60,3,0.32885617
1014,1,56,0,25,1,0,1,0,120,3,-1.8713663
1015,0,37,0,35,1,0,1,1,120,5,-0.40455133
1016,1,26,0,55,1,0,1,1,90,4,0.32885617
1017,0,25,1,112,0,0,1,1,60,3,-0.77125508
1018,1,22,1,67,1,0,0,0,100,5,1.4289674
1019,0,57,0,45,1,0,0,1,60,3,1.4289674
1020,1,48,0,67,1,1,0,0,60,2,0.32885617
1021,1,24,1,25,0,0,0,0,120,5,-1.5046625
1022,1,22,1,25,1,0,0,0,60,4,1.0622636
1023,0,22,1,200,1,0,1,0,45,4,-1.1379588
1024,1,27,0,45,1,0,1,1,60,4,-0.40455133
1025,0,52,1,138,1,0,0,0,60,2,-0.03784757
1026,0,31,0,67,0,0,1,1,120,5,-0.77125508
1027,1,25,1,25,1,0,1,1,45,3,0.69555992
1028,1,26,1,35,1,0,0,1,60,3,-0.03784757
1029,1,48,1,88,1,0,0,0,30,3,-1.1379588
1030,0,26,1,88,1,0,1,1,90,5,1.4289674
1031,0,28,1,45,1,0,0,1,40,3,0.32885617
1032,1,28,1,15,1,0,0,1,20,1,0.32885617
1033,0,38,0,112,1,1,0,1,90,5,0.32885617
1034,0,20,1,67,0,0,0,0,60,4,0.32885617
1035,0,20,0,25,1,0,0,0,20,3,0.69555992
1036,1,19,0,112,1,0,1,0,60,4,0.32885617
1037,0,29,0,138,0,0,0,1,120,5,-1.1379588
1038,0,22,1,25,1,0,1,0,120,4,-1.5046625
1039,0,22,1,35,1,0,1,0,60,4,0.32885617
1040,0,21,1,45,1,0,1,0,120,4,-0.03784757
1041,1,25,0,55,1,0,1,0,120,4,-0.77125508
1042,0,38,0,25,0,0,1,1,120,4,-0.03784757
1043,1,63,0,35,1,0,1,0,30,3,0.69555992
1044,0,53,1,45,1,1,0,0,70,4,-1.1379588
1045,0,25,1,112,1,0,1,1,75,5,0.32885617
1046,0,19,1,67,1,0,1,0,30,2,1.0622636
1047,0,31,0,35,1,0,0,1,60,4,0.69555992
1048,0,42,0,45,1,1,0,1,60,4,0.69555992
1049,0,19,1,112,0,0,0,0,30,2,-0.40455133
1050,1,25,1,88,1,0,1,1,90,3,-0.03784757
1051,0,37,1,45,1,0,1,1,35,4,-1.1379588
1052,0,20,1,67,1,0,1,0,20,2,0.32885617
1053,0,21,0,88,0,0,1,0,60,3,-1.5046625
1054,1,19,1,200,1,0,0,0,30,2,0.32885617
1055,1,28,1,88,1,0,0,1,100,4,-1.5046625
1056,0,26,1,25,1,0,0,0,120,4,-2.23807
1057,0,22,0,35,0,0,1,0,45,3,0.69555992
1058,1,20,1,112,1,0,0,0,75,5,0.32885617
1059,1,42,1,88,1,0,0,0,60,3,-0.77125508
1060,0,27,0,67,0,0,0,1,120,5,1.0622636
1061,0,56,0,67,1,0,1,0,120,4,-1.1379588
1062,0,52,1,5,1,0,0,1,90,1,-2.23807
1063,1,38,1,88,0,0,0,1,60,4,0.32885617
1064,0,33,0,45,1,0,0,0,60,5,-0.40455133
1065,1,46,1,45,1,0,0,1,35,3,1.0622636
1066,0,32,0,67,0,0,1,1,30,2,1.4289674
1067,0,34,0,35,0,0,0,0,60,2,-0.03784757
1068,1,26,1,35,1,0,0,1,25,2,1.0622636
1069,0,31,0,45,0,0,0,0,45,5,-1.5046625
1070,0,51,1,88,0,0,1,0,60,2,-0.77125508
1071,0,27,1,200,0,0,1,1,90,3,-0.40455133
1072,1,38,0,45,1,0,1,1,45,3,1.0622636
1073,0,27,1,35,1,1,0,1,30,4,1.0622636
1074,0,19,1,67,1,0,1,1,120,4,1.4289674
1075,1,45,0,55,1,0,0,1,30,3,0.32885617
1076,0,19,1,15,0,0,0,0,120,2,-0.03784757
1077,1,44,0,55,1,0,0,0,120,3,-0.03784757
1078,0,31,1,112,0,0,0,1,55,4,1.4289674
1079,1,29,1,138,1,0,0,1,30,2,1.0622636
1080,1,22,1,138,0,0,1,1,35,4,0.69555992
1081,1,72,0,67,1,0,1,1,90,3,-1.1379588
1082,0,21,1,112,1,1,0,0,20,4,1.4289674
1083,0,58,0,112,1,0,0,1,60,3,0.32885617
1084,0,49,0,67,1,1,0,1,90,3,-1.1379588
1085,0,29,0,200,0,0,1,1,60,3,1.0622636
1086,0,24,1,55,1,0,1,1,30,3,1.0622636
1087,1,21,0,138,1,0,1,0,20,4,1.0622636
1088,0,26,0,67,0,0,0,0,60,2,-0.77125508
1089,0,27,0,67,1,0,1,1,90,3,0.69555992
1090,1,68,0,35,1,0,0,1,60,2,0.32885617
1091,1,52,0,55,1,0,1,0,75,4,0.32885617
1092,1,56,0,15,1,0,1,1,90,5,-0.77125508
1093,0,21,1,55,1,0,0,0,60,1,1.4289674
1094,0,38,0,88,0,0,1,1,60,4,0.32885617
1095,1,29,1,45,1,0,0,0,120,1,-1.1379588
1096,1,39,1,88,1,0,0,1,50,3,-1.5046625
1097,1,38,1,25,0,0,0,0,120,4,-2.23807
1098,0,29,1,55,0,0,1,1,120,5,-0.77125508
1099,1,19,1,25,1,0,0,1,120,4,0.69555992
1100,0,25,1,35,1,0,1,1,120,4,1.0622636
1101,1,26,1,67,0,0,1,1,45,3,0.32885617
1102,1,37,0,88,1,1,0,1,90,4,1.0622636
1103,1,35,0,25,1,0,0,0,120,4,-1.5046625
1104,0,21,1,88,1,0,1,0,45,3,1.0622636
1105,0,22,0,55,0,0,0,0,60,3,0.69555992
1106,0,37,0,200,1,1,0,1,90,2,-0.77125508
1107,0,39,0,35,1,0,0,0,120,3,-0.40455133
1108,1,35,1,67,1,1,0,1,60,4,-0.40455133
1109,0,35,0,5,1,0,0,1,30,2,0.32885617
1110,0,32,1,35,1,0,1,0,70,3,1.4289674
1111,0,29,1,67,1,0,1,1,120,4,1.4289674
1112,0,54,0,200,1,0,1,1,60,2,-0.77125508
1113,1,44,1,35,1,0,1,1,60,4,-0.40455133
1114,0,45,0,67,1,0,1,0,120,4,-1.8713663
1115,1,21,1,88,1,0,0,0,25,4,0.32885617
1116,0,28,0,55,1,0,0,0,35,4,-0.40455133
1117,0,44,0,67,1,0,0,0,90,3,-0.03784757
1118,1,51,0,200,1,0,1,1,75,5,0.32885617
1119,0,35,1,112,1,0,1,1,90,2,-0.40455133
1120,1,51,0,88,0,1,0,1,120,4,-0.40455133
1121,1,23,1,55,1,1,0,1,45,2,0.32885617
1122,0,42,0,35,1,1,0,1,120,5,-1.5046625
1123,1,66,0,55,1,0,0,1,120,5,-1.5046625
1124,0,30,1,67,0,0,0,1,90,3,0.69555992
1125,1,37,1,88,1,0,1,1,30,3,1.4289674
1126,0,32,1,88,0,0,0,0,120,4,-0.40455133
1127,0,37,0,25,1,0,1,0,120,4,0.32885617
1128,0,21,1,67,1,0,0,0,30,4,1.4289674
1129,0,24,1,67,0,0,1,1,120,4,0.69555992
1130,0,24,0,35,1,0,0,1,120,5,-1.8713663
1131,0,40,0,25,1,1,0,0,30,3,-0.03784757
1132,1,19,1,25,0,0,0,0,30,3,-1.1379588
1133,1,19,0,67,0,0,1,0,34,4,-0.03784757
1134,0,22,1,112,1,1,0,0,30,4,0.32885617
1135,0,27,1,45,1,0,1,1,60,5,0.32885617
1136,0,32,1,55,1,1,0,1,60,5,0.32885617
1137,1,29,1,25,1,0,0,0,120,5,1.0622636
1138,0,34,1,15,1,0,0,0,120,3,-1.5046625
1139,0,39,0,35,1,0,1,0,120,2,-1.5046625
1140,1,29,1,5,1,0,1,0,30,5,0.69555992
1141,1,36,0,35,1,0,0,0,30,1,0.69555992
1142,1,21,1,200,1,0,1,0,90,3,-0.77125508
1143,1,56,0,138,1,1,0,0,90,3,-0.40455133
1144,0,19,1,112,1,0,1,0,60,3,-0.03784757
1145,0,22,1,88,1,0,1,0,75,3,0.32885617
1146,0,27,0,5,1,0,0,0,45,4,0.32885617
1147,0,21,0,5,1,0,0,0,20,2,0.32885617
1148,0,44,0,25,0,0,0,0,120,4,-0.77125508
1149,0,21,1,112,1,0,1,0,120,4,1.0622636
1150,0,20,0,112,1,0,0,0,45,5,0.32885617
1151,0,38,0,55,1,0,1,0,120,5,-1.1379588
1152,0,37,1,200,1,0,1,1,30,1,1.0622636
1153,0,22,0,88,1,1,0,1,60,2,0.32885617
1154,0,72,0,67,1,1,0,0,60,3,-0.40455133
1155,0,21,0,25,1,0,0,0,120,5,-0.03784757
1156,0,26,0,25,1,0,1,1,75,3,1.0622636
1157,1,26,0,25,1,0,1,1,45,3,0.32885617
1158,1,20,1,67,0,0,0,0,120,4,-2.23807
1159,0,34,1,67,1,0,0,1,120,4,0.69555992
1160,0,25,0,88,0,0,1,0,120,4,0.32885617
1161,1,22,1,200,1,1,0,0,45,4,1.4289674
1162,0,23,1,55,0,0,0,0,90,2,1.0622636
1163,0,39,1,112,0,1,0,1,120,4,-1.1379588
1164,0,19,1,55,0,0,1,0,70,4,0.69555992
1165,0,22,1,25,1,0,0,0,120,4,-0.40455133
1166,1,26,1,35,1,0,1,1,45,3,-0.40455133
1167,0,20,1,200,1,0,1,0,30,5,1.4289674
1168,0,23,0,35,0,0,1,0,120,3,1.4289674
1169,0,57,1,200,1,0,0,1,30,3,-0.03784757
1170,1,23,1,88,1,0,1,1,45,5,-1.1379588
1171,0,61,0,45,1,0,0,1,120,4,-1.5046625
1172,0,24,1,35,0,0,0,0,20,3,1.0622636
1173,0,30,1,55,0,0,1,1,120,5,1.4289674
1174,0,46,1,5,1,0,1,0,120,2,-2.23807
1175,0,42,1,15,1,0,0,0,60,4,0.69555992
1176,0,23,1,112,1,0,0,0,25,2,0.32885617
1177,1,19,1,45,0,0,0,0,60,3,0.69555992
1178,0,26,1,55,0,0,0,1,120,4,0.32885617
1179,0,33,1,112,1,0,0,1,45,3,0.32885617
1180,1,19,0,25,0,0,1,0,60,4,-0.40455133
1181,1,40,0,15,1,0,0,1,45,5,1.0622636
1182,1,36,1,55,1,0,1,1,40,4,-0.40455133
1183,0,19,0,25,0,0,1,0,30,3,0.69555992
1184,1,21,0,67,0,0,1,0,120,4,1.0622636
1185,0,64,0,200,1,0,1,1,120,3,-1.5046625
1186,0,19,0,25,0,0,1,0,120,5,-0.77125508
1187,0,28,1,112,1,0,1,1,65,3,1.0622636
1188,1,64,1,35,1,0,0,0,60,2,-0.03784757
1189,1,55,0,200,1,0,1,1,120,2,0.32885617
1190,0,27,1,88,1,0,1,1,60,3,1.0622636
1191,0,26,1,25,1,0,0,1,120,5,0.32885617
1192,0,43,1,25,0,0,1,0,120,4,-1.5046625
1193,1,28,0,55,1,0,0,1,60,3,0.32885617
1194,1,20,1,200,0,0,0,0,120,2,-1.1379588
1195,1,28,1,55,0,0,1,1,60,2,0.69555992
1196,0,28,1,25,1,0,0,0,120,4,-0.03784757
1197,0,26,1,15,1,1,0,0,45,5,-1.1379588
1198,0,24,1,55,1,0,1,1,120,3,-0.03784757
1199,0,20,1,88,1,0,0,0,30,4,0.32885617
1200,1,33,0,55,0,0,0,0,120,4,-2.23807
1201,0,30,1,55,1,0,0,1,120,4,1.0622636
1202,0,45,0,35,1,0,0,0,120,3,-1.5046625
1203,0,25,0,25,1,0,0,1,40,3,1.0622636
1204,0,25,1,25,1,0,1,1,60,4,0.69555992
1205,1,22,1,15,1,0,0,0,60,4,0.32885617
1206,1,31,1,67,1,0,0,1,120,5,1.0622636
1207,0,31,1,112,1,0,0,1,120,3,0.69555992
1208,1,23,1,35,1,0,1,1,120,5,1.4289674
1209,0,26,0,88,1,1,0,0,120,4,-1.1379588
1210,1,25,0,15,1,0,1,0,120,4,-1.1379588
1211,0,36,1,55,1,0,0,1,120,5,0.69555992
1212,0,19,1,67,1,0,1,0,100,4,-0.77125508
1213,0,50,0,67,1,0,1,0,120,4,-0.77125508
1214,0,19,1,112,0,0,0,0,90,4,1.0622636
1215,1,25,1,25,1,0,0,0,55,3,1.0622636
1216,1,34,1,55,1,0,0,1,45,4,1.0622636
1217,0,54,0,112,1,0,1,1,30,4,0.69555992
1218,1,30,1,88,1,0,0,0,120,4,-0.03784757
1219,0,39,1,138,0,0,0,0,60,3,0.32885617
1220,1,39,0,112,1,0,1,1,120,1,1.4289674
1221,1,24,0,35,1,0,0,0,120,3,-0.77125508
1222,0,52,1,88,1,0,0,0,120,3,0.69555992
1223,1,54,0,88,1,0,1,0,120,5,-0.40455133
1224,0,48,0,25,0,0,0,0,60,4,-1.1379588
1225,1,63,0,25,1,1,0,0,120,5,-2.23807
1226,0,25,1,15,1,0,1,1,60,4,-1.1379588
1227,0,21,0,55,0,0,1,0,30,2,1.0622636
1228,1,68,0,88,1,0,1,1,80,2,1.0622636
1229,1,31,1,15,1,0,0,0,120,3,0.69555992
1230,0,23,0,5,1,0,0,0,60,1,1.0622636
1231,1,26,1,5,0,0,0,1,60,2,1.0622636
1232,0,35,1,25,0,0,0,0,120,4,-1.5046625
1233,0,49,1,45,0,0,1,0,45,4,1.0622636
1234,0,40,0,112,1,0,0,1,45,4,0.69555992
1235,0,26,1,67,0,0,1,1,30,3,0.69555992
1236,0,24,1,67,1,0,0,1,50,5,0.69555992
1237,0,26,0,67,0,0,1,1,60,4,0.32885617
1238,1,19,1,112,0,0,0,0,30,3,0.69555992
1239,1,19,0,25,0,0,0,0,120,5,-0.77125508
1240,0,54,0,88,1,0,1,0,75,3,-1.1379588
1241,0,19,0,67,0,0,0,0,30,2,0.69555992
1242,0,54,0,112,1,0,1,0,45,4,0.69555992
1243,0,28,1,55,1,0,1,1,45,3,0.69555992
1244,0,23,1,25,0,0,1,0,120,3,0.32885617
1245,0,59,0,112,1,1,0,0,30,4,1.0622636
1246,0,34,0,67,0,0,0,1,30,3,0.69555992
1247,1,20,0,45,1,1,0,0,90,3,0.69555992
1248,1,25,0,138,0,0,1,1,75,5,0.69555992
1249,0,41,1,88,0,0,1,1,70,3,0.69555992
1250,0,24,1,25,0,0,0,0,120,4,1.0622636
1251,0,41,0,67,0,0,1,1,75,2,0.69555992
1252,0,29,1,67,1,0,1,1,30,4,1.0622636
1253,0,22,1,15,1,0,1,1,90,2,0.69555992
1254,1,30,1,35,1,0,0,1,80,4,1.0622636
1255,0,46,1,67,1,0,0,1,30,4,-0.03784757
1256,0,21,1,35,1,0,1,0,120,4,-0.03784757
1257,1,31,0,67,1,0,1,1,60,3,1.0622636
1258,0,22,1,112,1,0,1,1,75,4,-1.8713663
1259,0,26,1,88,0,0,0,0,120,4,-0.03784757
1260,0,34,0,200,1,0,1,1,60,4,0.69555992
1261,1,24,1,45,0,0,0,1,60,2,1.4289674
1262,1,53,0,138,1,0,0,1,65,4,-0.77125508
1263,0,21,1,88,0,0,1,0,45,3,1.4289674
1264,0,51,1,15,1,0,0,0,120,5,-2.23807
1265,0,44,1,200,1,0,1,1,25,4,-1.1379588
1266,1,36,0,25,0,0,0,1,120,3,0.32885617
1267,1,34,1,55,1,0,1,1,75,3,0.69555992
1268,1,37,0,35,1,0,0,0,100,4,-1.1379588
1269,0,19,1,112,1,1,0,0,60,4,0.69555992
1270,1,46,0,88,1,0,0,1,30,2,1.0622636
1271,0,21,1,25,1,1,0,0,45,4,-1.5046625
1272,1,21,1,112,1,1,0,0,45,5,1.0622636
1273,0,23,1,35,1,0,0,0,120,4,-0.03784757
1274,1,24,1,35,1,0,1,1,45,1,1.4289674
1275,1,64,1,67,1,0,0,0,75,2,0.69555992
1276,0,21,1,88,1,0,1,0,30,1,-0.77125508
1277,1,20,0,55,0,0,1,0,25,3,1.4289674
1278,1,25,1,45,0,0,1,1,20,5,0.69555992
1279,1,46,0,112,0,0,0,1,30,5,1.4289674
1280,1,24,1,200,1,0,1,1,100,5,0.32885617
1281,1,50,0,25,0,0,1,0,120,5,-2.23807
1282,0,20,0,55,1,0,0,0,45,1,1.4289674
1283,0,23,1,112,1,0,1,1,60,3,1.0622636
1284,0,41,0,112,1,0,1,1,40,4,1.4289674
1285,0,33,1,67,1,0,0,0,45,4,1.0622636
1286,1,28,1,67,0,0,0,0,120,5,0.32885617
1287,0,25,0,15,1,0,1,1,60,4,0.69555992
1288,0,37,0,45,1,0,0,0,120,2,0.69555992
1289,0,26,0,55,1,1,0,1,30,2,0.32885617
1290,0,27,0,67,1,0,0,1,55,4,-0.03784757
1291,1,29,0,5,1,0,1,0,120,5,0.32885617
1292,0,54,0,15,1,0,0,0,120,1,-1.8713663
1293,1,20,0,112,1,0,0,0,45,4,-0.03784757
1294,1,51,0,15,1,0,1,0,120,3,-2.23807
1295,0,38,0,25,1,0,0,1,30,2,-1.5046625
1296,0,46,1,88,1,0,0,1,45,4,0.69555992
1297,0,19,0,35,1,0,0,0,120,5,0.69555992
1298,1,58,0,88,1,0,0,1,30,4,-0.03784757
1299,1,28,0,45,1,0,1,0,120,5,0.69555992
1300,0,25,1,5,0,0,0,1,60,4,1.4289674
1301,0,28,1,45,1,0,1,0,60,2,0.69555992
1302,0,67,1,35,0,0,0,0,120,3,-1.5046625
1303,1,30,0,15,1,0,0,1,120,4,-0.40455133
1304,0,20,0,112,1,0,0,0,45,4,0.32885617
1305,0,39,1,45,1,0,0,0,120,4,0.32885617
1306,0,26,1,45,1,0,1,1,60,4,-0.03784757
1307,0,19,0,200,0,0,0,0,120,4,-1.1379588
1308,1,26,1,112,0,0,1,1,20,3,1.0622636
1309,1,28,1,112,1,0,0,1,60,2,1.0622636
1310,1,22,1,35,1,0,1,1,40,4,0.69555992
1311,0,27,1,112,1,0,1,1,30,4,1.4289674
1312,1,25,0,67,0,0,1,1,30,4,-0.40455133
1313,0,57,0,88,1,0,0,0,120,2,-0.03784757
1314,0,25,0,67,0,0,1,0,90,4,-0.77125508
1315,1,26,1,112,1,0,0,0,80,4,1.0622636
1316,0,25,1,55,1,0,1,1,30,2,1.4289674
1317,0,33,1,67,0,0,1,1,90,3,-0.03784757
1318,1,23,1,138,0,0,0,0,120,4,0.69555992
1319,0,50,0,138,1,1,0,1,120,5,0.69555992
1320,0,30,1,200,1,0,1,1,45,2,-0.03784757
1321,1,42,1,138,1,0,1,1,90,4,1.0622636
1322,1,20,1,5,1,0,1,0,80,4,0.32885617
1323,0,24,0,25,1,0,0,1,30,4,0.69555992
1324,0,61,0,45,1,0,1,1,120,5,-1.1379588
1325,0,46,0,88,0,0,1,1,60,4,-1.5046625
1326,0,24,1,45,0,0,0,1,120,4,0.32885617
1327,0,21,0,67,1,0,0,0,45,2,0.32885617
1328,0,48,0,112,1,0,1,1,120,3,-0.40455133
1329,0,45,1,67,0,0,0,0,25,3,-0.03784757
1330,0,19,1,88,0,0,1,0,20,4,1.4289674
1331,0,21,1,200,1,1,0,0,60,2,1.4289674
1332,1,24,1,67,1,0,0,1,20,2,1.0622636
1333,0,47,0,67,1,0,1,1,30,3,-0.40455133
1334,1,33,0,88,1,0,0,0,60,2,1.4289674
1335,1,66,0,200,1,0,1,1,90,5,0.32885617
1336,0,35,1,112,1,0,0,1,120,5,0.32885617
1337,1,59,0,112,1,0,0,1,90,5,-0.77125508
1338,1,52,0,45,0,0,0,1,45,4,0.32885617
1339,1,46,0,55,1,1,0,1,120,3,-2.23807
1340,1,22,0,67,1,0,0,0,35,4,0.69555992
1341,0,32,1,67,1,0,0,1,30,3,1.0622636
1342,0,46,0,88,1,0,1,0,120,4,-0.77125508
1343,0,23,0,112,1,0,0,1,120,2,0.32885617
1344,0,43,1,45,1,0,0,0,60,2,0.69555992
1345,0,24,1,67,1,1,0,1,90,1,0.32885617
1346,0,36,1,200,1,0,1,1,100,4,1.0622636
1347,0,39,1,55,1,0,1,1,60,1,0.32885617
1348,1,50,0,88,1,0,0,1,60,4,-1.1379588
1349,1,34,0,45,0,1,0,0,120,5,-0.40455133
1350,0,27,1,112,1,0,1,0,45,5,1.4289674
1351,1,54,1,138,0,0,1,1,30,3,0.32885617
1352,0,23,0,88,1,0,1,1,45,3,0.69555992
1353,1,48,1,25,0,0,1,0,120,4,0.32885617
1354,0,40,1,88,1,0,1,1,60,3,0.32885617
1355,0,37,1,67,1,0,1,1,120,5,-2.23807
1356,0,33,0,55,1,0,0,0,120,3,-1.5046625
1357,1,27,1,55,1,0,0,1,45,2,0.69555992
1358,0,21,1,138,1,0,1,0,60,4,-0.03784757
1359,1,34,1,88,1,0,0,1,30,3,-1.1379588
1360,1,60,0,15,1,1,0,0,120,5,-0.40455133
1361,0,22,1,112,1,0,0,0,60,3,1.0622636
1362,0,28,0,5,1,0,1,0,120,5,-1.5046625
1363,0,29,1,25,1,0,0,0,120,5,-2.23807
1364,0,52,0,200,1,1,0,0,60,3,1.4289674
1365,0,22,0,5,1,0,0,0,120,5,-1.1379588
1366,0,22,1,88,0,0,1,0,20,3,1.0622636
1367,0,54,0,88,1,0,0,1,120,4,-0.77125508
1368,0,23,0,25,1,0,1,0,40,5,-1.8713663
1369,0,56,1,55,1,0,0,1,120,5,-1.5046625
1370,1,30,0,15,0,0,0,0,120,4,0.32885617
1371,0,23,1,200,0,0,0,1,25,3,1.4289674
1372,1,22,0,15,1,1,0,0,90,5,0.69555992
1373,1,25,0,25,1,0,1,1,30,3,1.4289674
1374,0,29,0,15,1,0,0,0,120,4,-1.1379588
1375,0,23,1,15,1,0,0,0,45,4,-1.1379588
1376,0,22,0,5,1,0,0,0,60,4,0.32885617
1377,1,25,0,55,0,0,0,1,20,4,0.69555992
1378,1,60,1,55,1,0,0,1,120,3,-1.1379588
1379,0,28,1,15,0,0,0,0,120,4,-1.8713663
1380,1,39,0,15,0,0,0,0,120,4,0.32885617
1381,1,24,1,200,1,0,0,1,20,2,1.4289674
1382,0,33,0,67,1,0,0,0,60,1,-2.23807
1383,0,22,0,200,0,0,1,1,20,3,1.0622636
1384,0,26,1,35,1,0,0,1,60,3,0.69555992
1385,0,28,1,138,1,0,1,1,30,4,0.69555992
1386,1,52,1,200,1,1,0,1,45,1,0.32885617
1387,1,33,1,112,1,0,0,1,120,4,-0.77125508
1388,1,30,0,5,1,0,0,0,120,2,-1.1379588
1389,0,29,0,25,1,1,0,0,120,2,0.32885617
1390,0,50,0,67,1,1,0,0,120,4,-0.40455133
1391,0,22,0,67,1,0,0,0,120,5,0.32885617
1392,0,30,1,67,0,0,1,1,28,3,1.0622636
1393,0,30,1,35,1,0,0,0,120,4,-1.8713663
1394,1,22,1,55,1,0,1,0,120,4,0.69555992
1395,0,36,0,88,0,0,0,1,120,2,0.32885617
1396,0,26,1,67,0,0,1,1,120,4,0.32885617
1397,1,49,0,67,1,0,0,1,30,2,-1.8713663
1398,0,60,0,55,1,1,0,1,60,3,0.32885617
1399,0,22,1,138,0,1,0,0,120,3,1.0622636
1400,0,32,0,112,1,1,0,1,65,1,-0.77125508
1401,0,31,1,67,1,0,1,1,70,3,0.32885617
1402,0,51,0,35,1,0,1,0,120,5,0.69555992
1403,1,31,1,88,1,0,1,1,50,2,0.69555992
1404,1,43,0,88,0,0,1,0,120,5,-1.5046625
1405,0,28,0,67,1,0,1,1,60,3,0.69555992
1406,0,40,0,55,1,0,1,1,45,3,0.32885617
1407,1,37,1,5,1,0,1,0,30,2,-0.40455133
1408,0,60,0,35,1,0,1,0,120,4,-1.1379588
1409,0,27,1,67,1,1,0,1,45,3,1.0622636
1410,0,26,1,25,1,0,0,1,20,3,0.69555992
1411,0,28,1,67,1,0,0,0,120,2,0.69555992
1412,0,21,1,200,1,0,1,0,45,5,1.0622636
1413,0,33,1,112,1,0,0,0,30,3,1.4289674
1414,0,39,1,15,1,0,0,0,120,5,-1.5046625
1415,1,27,0,67,1,0,1,0,30,5,-0.77125508
1416,0,27,1,15,1,0,1,1,60,3,0.32885617
1417,1,32,1,5,0,0,0,0,120,1,-0.40455133
1418,0,28,1,15,1,0,1,0,120,4,-1.1379588
1419,1,23,1,25,0,0,1,0,45,3,1.0622636
1420,0,53,0,45,1,0,1,1,30,4,0.32885617
1421,0,27,1,88,1,0,1,1,120,4,0.69555992
1422,0,44,0,112,1,0,1,0,120,3,0.32885617
1423,1,19,0,15,0,0,1,0,120,5,0.32885617
1424,1,19,0,55,1,0,0,0,30,3,1.0622636
1425,1,47,0,88,1,0,0,1,30,2,1.4289674
1426,1,20,0,200,1,0,1,0,60,3,0.69555992
1427,0,46,0,67,1,0,0,1,120,4,0.69555992
1428,1,62,0,200,1,0,0,1,25,1,0.32885617
1429,1,20,1,138,0,0,0,0,30,2,0.69555992
1430,0,60,0,35,1,0,1,0,60,4,-0.77125508
1431,0,22,1,25,1,0,0,1,30,3,1.4289674
1432,0,51,1,200,1,0,0,0,30,4,0.32885617
1433,1,21,1,35,0,0,0,1,60,4,-0.40455133
1434,1,22,1,35,0,0,0,0,60,4,0.32885617
1435,0,25,1,5,1,0,0,0,60,4,0.69555992
1436,1,40,1,112,1,1,0,1,60,5,-0.03784757
1437,0,59,0,25,1,0,1,1,120,4,-1.5046625
1438,1,23,1,138,0,0,1,1,50,5,1.4289674
1439,1,38,1,35,1,0,0,0,120,4,-0.40455133
1440,0,39,0,138,1,1,0,1,60,4,-0.77125508
1441,0,60,1,112,1,0,1,1,45,3,-1.1379588
1442,1,32,0,200,0,1,0,1,20,2,1.4289674
1443,0,26,1,88,0,0,1,1,45,3,1.4289674
1444,0,21,0,200,0,0,0,1,30,3,0.69555992
1445,1,25,0,138,0,0,0,0,120,2,-0.40455133
1446,0,26,1,88,1,0,0,1,20,3,0.69555992
1447,0,27,1,67,1,0,1,0,30,5,1.4289674
1448,1,25,0,55,0,0,1,1,100,4,0.69555992
